theta1,theta2,px,py
220,350,-72.94323831,-52.13938048
220,360,-68.94399988,-57.85088487
230,0,-57.85088487,-68.94399988
230,10,-52.13938048,-72.94323831
230,20,-45.82018622,-75.88992699
230,30,-39.08530759,-77.69453228
230,40,-32.13938048,-78.30222216
230,50,-25.19345338,-77.69453228
230,60,-18.45857475,-75.88992699
230,70,-12.13938048,-72.94323831
230,80,-6.427876097,-68.94399988
230,90,-1.49760276,-64.01372654
230,100,2.501635667,-58.30222216
230,110,5.448324347,-51.98302789
230,120,7.252929636,-45.24814926
230,130,7.860619516,-38.30222216
230,140,7.252929636,-31.35629505
230,150,5.448324347,-24.62141642
230,160,2.501635667,-18.30222216
230,170,-1.49760276,-12.59071777
230,180,-6.427876097,-7.660444431
230,190,-12.13938048,-3.661206005
230,200,-18.45857475,-0.714517325
230,210,-25.19345338,1.090087965
230,220,-32.13938048,1.697777844
230,230,-39.08530759,1.090087965
230,240,-45.82018622,-0.714517325
230,250,-52.13938048,-3.661206005
230,260,-57.85088487,-7.660444431
230,270,-62.78115821,-12.59071777
230,280,-66.78039664,-18.30222216
230,290,-69.72708532,-24.62141642
230,300,-71.5316906,-31.35629505
230,310,-72.13938048,-38.30222216
230,320,-71.5316906,-45.24814926
230,330,-69.72708532,-51.98302789
230,340,-66.78039664,-58.30222216
230,350,-62.78115821,-64.01372654
230,360,-57.85088487,-68.94399988
240,0,-45,-77.94228634
240,10,-38.68080573,-80.88897502
240,20,-31.94592711,-82.69358031
240,30,-25,-83.30127019
240,40,-18.05407289,-82.69358031
240,50,-11.31919427,-80.88897502
240,60,-5,-77.94228634
240,70,0.711504387,-73.94304791
240,80,5.641777725,-69.01277458
240,90,9.641016151,-63.30127019
240,100,12.58770483,-56.98207592
240,110,14.39231012,-50.2471973
240,120,15,-43.30127019
240,130,14.39231012,-36.35534308
240,140,12.58770483,-29.62046446
240,150,9.641016151,-23.30127019
240,160,5.641777725,-17.5897658
240,170,0.711504387,-12.65949246
240,180,-5,-8.660254038
240,190,-11.31919427,-5.713565358
240,200,-18.05407289,-3.908960069
240,210,-25,-3.301270189
240,220,-31.94592711,-3.908960069
240,230,-38.68080573,-5.713565358
240,240,-45,-8.660254038
240,250,-50.71150439,-12.65949246
240,260,-55.64177772,-17.5897658
240,270,-59.64101615,-23.30127019
240,280,-62.58770483,-29.62046446
240,290,-64.39231012,-36.35534308
240,300,-65,-43.30127019
240,310,-64.39231012,-50.2471973
240,320,-62.58770483,-56.98207592
240,330,-59.64101615,-63.30127019
240,340,-55.64177772,-69.01277458
240,350,-50.71150439,-73.94304791
240,360,-45,-77.94228634
250,0,-30.7818129,-84.57233587
250,10,-24.04693427,-86.37694116
250,20,-17.10100717,-86.98463104
250,30,-10.15508006,-86.37694116
250,40,-3.420201433,-84.57233587
250,50,2.898992834,-81.62564719
250,60,8.610497221,-77.62640876
250,70,13.54077056,-72.69613543
250,80,17.54000899,-66.98463104
250,90,20.48669767,-60.66543677
250,100,22.29130295,-53.93055815
250,110,22.89899283,-46.98463104
250,120,22.29130295,-40.03870393
250,130,20.48669767,-33.30382531
250,140,17.54000899,-26.98463104
250,150,13.54077056,-21.27312665
250,160,8.610497221,-16.34285331
250,170,2.898992834,-12.34361489
250,180,-3.420201433,-9.396926208
250,190,-10.15508006,-7.592320919
250,200,-17.10100717,-6.984631039
250,210,-24.04693427,-7.592320919
250,220,-30.7818129,-9.396926208
250,230,-37.10100717,-12.34361489
250,240,-42.81251155,-16.34285331
250,250,-47.74278489,-21.27312665
250,260,-51.74202332,-26.98463104
250,270,-54.688712,-33.30382531
250,280,-56.49331729,-40.03870393
250,290,-57.10100717,-46.98463104
250,300,-56.49331729,-53.93055815
250,310,-54.688712,-60.66543677
250,320,-51.74202332,-66.98463104
250,330,-47.74278489,-72.69613543
250,340,-42.81251155,-77.62640876
250,350,-37.10100717,-81.62564719
250,360,-30.7818129,-84.57233587
260,0,-15.62833599,-88.63269777
260,10,-8.682408883,-89.24038765
260,20,-1.736481777,-88.63269777
260,30,4.99839685,-86.82809248
260,40,11.31759112,-83.8814038
260,50,17.0290955,-79.88216538
260,60,21.95936884,-74.95189204
260,70,25.95860727,-69.24038765
260,80,28.90529595,-62.92119338
260,90,30.70990124,-56.18631476
260,100,31.31759112,-49.24038765
260,110,30.70990124,-42.29446054
260,120,28.90529595,-35.55958192
260,130,25.95860727,-29.24038765
260,140,21.95936884,-23.52888326
260,150,17.0290955,-18.59860993
260,160,11.31759112,-14.5993715
260,170,4.99839685,-11.65268282
260,180,-1.736481777,-9.84807753
260,190,-8.682408883,-9.240387651
260,200,-15.62833599,-9.84807753
260,210,-22.36321462,-11.65268282
260,220,-28.68240888,-14.5993715
260,230,-34.39391327,-18.59860993
260,240,-39.32418661,-23.52888326
260,250,-43.32342503,-29.24038765
260,260,-46.27011371,-35.55958192
260,270,-48.074719,-42.29446054
260,280,-48.68240888,-49.24038765
260,290,-48.074719,-56.18631476
260,300,-46.27011371,-62.92119338
260,310,-43.32342503,-69.24038765
260,320,-39.32418661,-74.95189204
260,330,-34.39391327,-79.88216538
260,340,-28.68240888,-83.8814038
260,350,-22.36321462,-86.82809248
260,360,-15.62833599,-88.63269777
270,0,-1.65E-14,-90
270,10,6.945927107,-89.39231012
270,20,13.68080573,-87.58770483
270,30,20,-84.64101615
270,40,25.71150439,-80.64177772
270,50,30.64177772,-75.71150439
270,60,34.64101615,-70
270,70,37.58770483,-63.68080573
270,80,39.39231012,-56.94592711
270,90,40,-50
270,100,39.39231012,-43.05407289
270,110,37.58770483,-36.31919427
270,120,34.64101615,-30
270,130,30.64177772,-24.28849561
270,140,25.71150439,-19.35822228
270,150,20,-15.35898385
270,160,13.68080573,-12.41229517
270,170,6.945927107,-10.60768988
270,180,3.06E-15,-10
270,190,-6.945927107,-10.60768988
270,200,-13.68080573,-12.41229517
270,210,-20,-15.35898385
270,220,-25.71150439,-19.35822228
270,230,-30.64177772,-24.28849561
270,240,-34.64101615,-30
270,250,-37.58770483,-36.31919427
270,260,-39.39231012,-43.05407289
270,270,-40,-50
270,280,-39.39231012,-56.94592711
270,290,-37.58770483,-63.68080573
270,300,-34.64101615,-70
270,310,-30.64177772,-75.71150439
270,320,-25.71150439,-80.64177772
270,330,-20,-84.64101615
270,340,-13.68080573,-87.58770483
270,350,-6.945927107,-89.39231012
270,360,-2.63E-14,-90
280,0,15.62833599,-88.63269777
280,10,22.36321462,-86.82809248
280,20,28.68240888,-83.8814038
280,30,34.39391327,-79.88216538
280,40,39.32418661,-74.95189204
280,50,43.32342503,-69.24038765
280,60,46.27011371,-62.92119338
280,70,48.074719,-56.18631476
280,80,48.68240888,-49.24038765
280,90,48.074719,-42.29446054
280,100,46.27011371,-35.55958192
280,110,43.32342503,-29.24038765
280,120,39.32418661,-23.52888326
280,130,34.39391327,-18.59860993
280,140,28.68240888,-14.5993715
280,150,22.36321462,-11.65268282
280,160,15.62833599,-9.84807753
280,170,8.682408883,-9.240387651
280,180,1.736481777,-9.84807753
280,190,-4.99839685,-11.65268282
280,200,-11.31759112,-14.5993715
280,210,-17.0290955,-18.59860993
280,220,-21.95936884,-23.52888326
280,230,-25.95860727,-29.24038765
280,240,-28.90529595,-35.55958192
280,250,-30.70990124,-42.29446054
280,260,-31.31759112,-49.24038765
280,270,-30.70990124,-56.18631476
280,280,-28.90529595,-62.92119338
280,290,-25.95860727,-69.24038765
280,300,-21.95936884,-74.95189204
280,310,-17.0290955,-79.88216538
280,320,-11.31759112,-83.8814038
280,330,-4.99839685,-86.82809248
280,340,1.736481777,-88.63269777
280,350,8.682408883,-89.24038765
280,360,15.62833599,-88.63269777
290,0,30.7818129,-84.57233587
290,10,37.10100717,-81.62564719
290,20,42.81251155,-77.62640876
290,30,47.74278489,-72.69613543
290,40,51.74202332,-66.98463104
290,50,54.688712,-60.66543677
290,60,56.49331729,-53.93055815
290,70,57.10100717,-46.98463104
290,80,56.49331729,-40.03870393
290,90,54.688712,-33.30382531
290,100,51.74202332,-26.98463104
290,110,47.74278489,-21.27312665
290,120,42.81251155,-16.34285331
290,130,37.10100717,-12.34361489
290,140,30.7818129,-9.396926208
290,150,24.04693427,-7.592320919
290,160,17.10100717,-6.984631039
290,170,10.15508006,-7.592320919
290,180,3.420201433,-9.396926208
290,190,-2.898992834,-12.34361489
290,200,-8.610497221,-16.34285331
290,210,-13.54077056,-21.27312665
290,220,-17.54000899,-26.98463104
290,230,-20.48669767,-33.30382531
290,240,-22.29130295,-40.03870393
290,250,-22.89899283,-46.98463104
290,260,-22.29130295,-53.93055815
290,270,-20.48669767,-60.66543677
290,280,-17.54000899,-66.98463104
290,290,-13.54077056,-72.69613543
290,300,-8.610497221,-77.62640876
290,310,-2.898992834,-81.62564719
290,320,3.420201433,-84.57233587
290,330,10.15508006,-86.37694116
290,340,17.10100717,-86.98463104
290,350,24.04693427,-86.37694116
290,360,30.7818129,-84.57233587
300,0,45,-77.94228634
300,10,50.71150439,-73.94304791
300,20,55.64177772,-69.01277458
300,30,59.64101615,-63.30127019
300,40,62.58770483,-56.98207592
300,50,64.39231012,-50.2471973
300,60,65,-43.30127019
300,70,64.39231012,-36.35534308
300,80,62.58770483,-29.62046446
300,90,59.64101615,-23.30127019
300,100,55.64177772,-17.5897658
300,110,50.71150439,-12.65949246
300,120,45,-8.660254038
300,130,38.68080573,-5.713565358
300,140,31.94592711,-3.908960069
300,150,25,-3.301270189
300,160,18.05407289,-3.908960069
300,170,11.31919427,-5.713565358
300,180,5,-8.660254038
300,190,-0.711504387,-12.65949246
300,200,-5.641777725,-17.5897658
300,210,-9.641016151,-23.30127019
300,220,-12.58770483,-29.62046446
300,230,-14.39231012,-36.35534308
300,240,-15,-43.30127019
300,250,-14.39231012,-50.2471973
300,260,-12.58770483,-56.98207592
300,270,-9.641016151,-63.30127019
300,280,-5.641777725,-69.01277458
300,290,-0.711504387,-73.94304791
300,300,5,-77.94228634
300,310,11.31919427,-80.88897502
300,320,18.05407289,-82.69358031
300,330,25,-83.30127019
300,340,31.94592711,-82.69358031
300,350,38.68080573,-80.88897502
300,360,45,-77.94228634
310,0,57.85088487,-68.94399988
310,10,62.78115821,-64.01372654
310,20,66.78039664,-58.30222216
310,30,69.72708532,-51.98302789
310,40,71.5316906,-45.24814926
310,50,72.13938048,-38.30222216
310,60,71.5316906,-31.35629505
310,70,69.72708532,-24.62141642
310,80,66.78039664,-18.30222216
310,90,62.78115821,-12.59071777
310,100,57.85088487,-7.660444431
310,110,52.13938048,-3.661206005
310,120,45.82018622,-0.714517325
310,130,39.08530759,1.090087965
310,140,32.13938048,1.697777844
310,150,25.19345338,1.090087965
310,160,18.45857475,-0.714517325
310,170,12.13938048,-3.661206005
310,180,6.427876097,-7.660444431
310,190,1.49760276,-12.59071777
310,200,-2.501635667,-18.30222216
310,210,-5.448324347,-24.62141642
310,220,-7.252929636,-31.35629505
310,230,-7.860619516,-38.30222216
310,240,-7.252929636,-45.24814926
310,250,-5.448324347,-51.98302789
310,260,-2.501635667,-58.30222216
310,270,1.49760276,-64.01372654
310,280,6.427876097,-68.94399988
310,290,12.13938048,-72.94323831
310,300,18.45857475,-75.88992699
310,310,25.19345338,-77.69453228
310,320,32.13938048,-78.30222216
310,330,39.08530759,-77.69453228
310,340,45.82018622,-75.88992699
310,350,52.13938048,-72.94323831
310,360,57.85088487,-68.94399988
320,0,68.94399988,-57.85088487
320,10,72.94323831,-52.13938048
320,20,75.88992699,-45.82018622
320,30,77.69453228,-39.08530759
320,40,78.30222216,-32.13938048
320,50,77.69453228,-25.19345338
320,60,75.88992699,-18.45857475
320,70,72.94323831,-12.13938048
320,80,68.94399988,-6.427876097
320,90,64.01372654,-1.49760276
320,100,58.30222216,2.501635667
320,110,51.98302789,5.448324347
320,120,45.24814926,7.252929636
320,130,38.30222216,7.860619516
320,140,31.35629505,7.252929636
320,150,24.62141642,5.448324347
320,160,18.30222216,2.501635667
320,170,12.59071777,-1.49760276
320,180,7.660444431,-6.427876097
320,190,3.661206005,-12.13938048
320,200,0.714517325,-18.45857475
320,210,-1.090087965,-25.19345338
320,220,-1.697777844,-32.13938048
320,230,-1.090087965,-39.08530759
320,240,0.714517325,-45.82018622
320,250,3.661206005,-52.13938048
320,260,7.660444431,-57.85088487
320,270,12.59071777,-62.78115821
320,280,18.30222216,-66.78039664
320,290,24.62141642,-69.72708532
320,300,31.35629505,-71.5316906
320,310,38.30222216,-72.13938048
320,320,45.24814926,-71.5316906
320,330,51.98302789,-69.72708532
320,340,58.30222216,-66.78039664
320,350,64.01372654,-62.78115821
320,360,68.94399988,-57.85088487
330,0,77.94228634,-45
330,10,80.88897502,-38.68080573
330,20,82.69358031,-31.94592711
330,30,83.30127019,-25
330,40,82.69358031,-18.05407289
330,50,80.88897502,-11.31919427
330,60,77.94228634,-5
330,70,73.94304791,0.711504387
330,80,69.01277458,5.641777725
330,90,63.30127019,9.641016151
330,100,56.98207592,12.58770483
330,110,50.2471973,14.39231012
330,120,43.30127019,15
330,130,36.35534308,14.39231012
330,140,29.62046446,12.58770483
330,150,23.30127019,9.641016151
330,160,17.5897658,5.641777725
330,170,12.65949246,0.711504387
330,180,8.660254038,-5
330,190,5.713565358,-11.31919427
330,200,3.908960069,-18.05407289
330,210,3.301270189,-25
330,220,3.908960069,-31.94592711
330,230,5.713565358,-38.68080573
330,240,8.660254038,-45
330,250,12.65949246,-50.71150439
330,260,17.5897658,-55.64177772
330,270,23.30127019,-59.64101615
330,280,29.62046446,-62.58770483
330,290,36.35534308,-64.39231012
330,300,43.30127019,-65
330,310,50.2471973,-64.39231012
330,320,56.98207592,-62.58770483
330,330,63.30127019,-59.64101615
330,340,69.01277458,-55.64177772
330,350,73.94304791,-50.71150439
330,360,77.94228634,-45
340,0,84.57233587,-30.7818129
340,10,86.37694116,-24.04693427
340,20,86.98463104,-17.10100717
340,30,86.37694116,-10.15508006
340,40,84.57233587,-3.420201433
340,50,81.62564719,2.898992834
340,60,77.62640876,8.610497221
340,70,72.69613543,13.54077056
340,80,66.98463104,17.54000899
340,90,60.66543677,20.48669767
340,100,53.93055815,22.29130295
340,110,46.98463104,22.89899283
340,120,40.03870393,22.29130295
340,130,33.30382531,20.48669767
340,140,26.98463104,17.54000899
340,150,21.27312665,13.54077056
340,160,16.34285331,8.610497221
340,170,12.34361489,2.898992834
340,180,9.396926208,-3.420201433
340,190,7.592320919,-10.15508006
340,200,6.984631039,-17.10100717
340,210,7.592320919,-24.04693427
340,220,9.396926208,-30.7818129
340,230,12.34361489,-37.10100717
340,240,16.34285331,-42.81251155
340,250,21.27312665,-47.74278489
340,260,26.98463104,-51.74202332
340,270,33.30382531,-54.688712
340,280,40.03870393,-56.49331729
340,290,46.98463104,-57.10100717
340,300,53.93055815,-56.49331729
340,310,60.66543677,-54.688712
340,320,66.98463104,-51.74202332
340,330,72.69613543,-47.74278489
340,340,77.62640876,-42.81251155
340,350,81.62564719,-37.10100717
340,360,84.57233587,-30.7818129
350,0,88.63269777,-15.62833599
350,10,89.24038765,-8.682408883
350,20,88.63269777,-1.736481777
350,30,86.82809248,4.99839685
350,40,83.8814038,11.31759112
350,50,79.88216538,17.0290955
350,60,74.95189204,21.95936884
350,70,69.24038765,25.95860727
350,80,62.92119338,28.90529595
350,90,56.18631476,30.70990124
350,100,49.24038765,31.31759112
350,110,42.29446054,30.70990124
350,120,35.55958192,28.90529595
350,130,29.24038765,25.95860727
350,140,23.52888326,21.95936884
350,150,18.59860993,17.0290955
350,160,14.5993715,11.31759112
350,170,11.65268282,4.99839685
350,180,9.84807753,-1.736481777
350,190,9.240387651,-8.682408883
350,200,9.84807753,-15.62833599
350,210,11.65268282,-22.36321462
350,220,14.5993715,-28.68240888
350,230,18.59860993,-34.39391327
350,240,23.52888326,-39.32418661
350,250,29.24038765,-43.32342503
350,260,35.55958192,-46.27011371
350,270,42.29446054,-48.074719
350,280,49.24038765,-48.68240888
350,290,56.18631476,-48.074719
350,300,62.92119338,-46.27011371
350,310,69.24038765,-43.32342503
350,320,74.95189204,-39.32418661
350,330,79.88216538,-34.39391327
350,340,83.8814038,-28.68240888
350,350,86.82809248,-22.36321462
350,360,88.63269777,-15.62833599
360,0,90,-2.20E-14
360,10,89.39231012,6.945927107
360,20,87.58770483,13.68080573
360,30,84.64101615,20
360,40,80.64177772,25.71150439
360,50,75.71150439,30.64177772
360,60,70,34.64101615
360,70,63.68080573,37.58770483
360,80,56.94592711,39.39231012
360,90,50,40
360,100,43.05407289,39.39231012
360,110,36.31919427,37.58770483
360,120,30,34.64101615
360,130,24.28849561,30.64177772
360,140,19.35822228,25.71150439
360,150,15.35898385,20
360,160,12.41229517,13.68080573
360,170,10.60768988,6.945927107
360,180,10,2.45E-15
360,190,10.60768988,-6.945927107
360,200,12.41229517,-13.68080573
360,210,15.35898385,-20
360,220,19.35822228,-25.71150439
360,230,24.28849561,-30.64177772
360,240,30,-34.64101615
360,250,36.31919427,-37.58770483
360,260,43.05407289,-39.39231012
360,270,50,-40
360,280,56.94592711,-39.39231012
360,290,63.68080573,-37.58770483
360,300,70,-34.64101615
360,310,75.71150439,-30.64177772
360,320,80.64177772,-25.71150439
360,330,84.64101615,-20
360,340,87.58770483,-13.68080573
360,350,89.39231012,-6.945927107
360,360,90,-3.18E-14
