theta1,theta2,theta3,px,py,phi
90,30,120,-30,67.32050808,240
90,30,130,-26.84040287,65.84716374,250
90,30,140,-23.47296355,64.94486109,260
90,30,150,-20,64.64101615,270
90,30,160,-16.52703645,64.94486109,280
90,30,170,-13.15959713,65.84716374,290
90,30,180,-10,67.32050808,300
90,40,0,-38.56725658,95.96266659,130
90,40,10,-41.03239325,93.49752992,140
90,40,20,-43.03201246,90.64177772,150
90,40,30,-44.5053568,87.48218059,160
90,40,40,-45.40765945,84.11474128,170
90,40,50,-45.71150439,80.64177772,180
90,40,60,-45.40765945,77.16881417,190
90,40,70,-44.5053568,73.80137486,200
90,40,80,-43.03201246,70.64177772,210
90,40,90,-41.03239325,67.78602553,220
90,40,100,-38.56725658,65.32088886,230
90,40,110,-35.71150439,63.32126965,240
90,40,120,-32.55190725,61.84792531,250
90,40,130,-29.18446794,60.94562266,260
90,40,140,-25.71150439,60.64177772,270
90,40,150,-22.23854083,60.94562266,280
90,40,160,-18.87110152,61.84792531,290
90,40,170,-15.71150439,63.32126965,300
90,40,180,-12.85575219,65.32088886,310
90,50,0,-45.96266659,88.56725658,140
90,50,10,-47.9622858,85.71150439,150
90,50,20,-49.43563014,82.55190725,160
90,50,30,-50.33793279,79.18446794,170
90,50,40,-50.64177772,75.71150439,180
90,50,50,-50.33793279,72.23854083,190
90,50,60,-49.43563014,68.87110152,200
90,50,70,-47.9622858,65.71150439,210
90,50,80,-45.96266659,62.85575219,220
90,50,90,-43.49752992,60.39061553,230
90,50,100,-40.64177772,58.39099631,240
90,50,110,-37.48218059,56.91765197,250
90,50,120,-34.11474128,56.01534933,260
90,50,130,-30.64177772,55.71150439,270
90,50,140,-27.16881417,56.01534933,280
90,50,150,-23.80137486,56.91765197,290
90,50,160,-20.64177772,58.39099631,300
90,50,170,-17.78602553,60.39061553,310
90,50,180,-15.32088886,62.85575219,320
90,60,0,-51.96152423,80,150
90,60,10,-53.43486857,76.84040287,160
90,60,20,-54.33717121,73.47296355,170
90,60,30,-54.64101615,70,180
90,60,40,-54.33717121,66.52703645,190
90,60,50,-53.43486857,63.15959713,200
90,60,60,-51.96152423,60,210
90,60,70,-49.96190501,57.14424781,220
90,60,80,-47.49676835,54.67911114,230
90,60,90,-44.64101615,52.67949192,240
90,60,100,-41.48141902,51.20614758,250
90,60,110,-38.1139797,50.30384494,260
90,60,120,-34.64101615,50,270
90,60,130,-31.1680526,50.30384494,280
90,60,140,-27.80061328,51.20614758,290
90,60,150,-24.64101615,52.67949192,300
90,60,160,-21.78526396,54.67911114,310
90,60,170,-19.32012729,57.14424781,320
90,60,180,-17.32050808,60,330
90,70,0,-56.38155725,70.5212086,160
90,70,10,-57.28385989,67.15376929,170
90,70,20,-57.58770483,63.68080573,180
90,70,30,-57.28385989,60.20784218,190
90,70,40,-56.38155725,56.84040287,200
90,70,50,-54.90821291,53.68080573,210
90,70,60,-52.90859369,50.82505354,220
90,70,70,-50.44345703,48.35991687,230
90,70,80,-47.58770483,46.36029766,240
90,70,90,-44.4281077,44.88695332,250
90,70,100,-41.06066838,43.98465067,260
90,70,110,-37.58770483,43.68080573,270
90,70,120,-34.11474128,43.98465067,280
90,70,130,-30.74730196,44.88695332,290
90,70,140,-27.58770483,46.36029766,300
90,70,150,-24.73195264,48.35991687,310
90,70,160,-22.26681597,50.82505354,320
90,70,170,-20.26719676,53.68080573,330
90,70,180,-18.79385242,56.84040287,340
90,80,0,-59.08846518,60.41889066,170
90,80,10,-59.39231012,56.94592711,180
90,80,20,-59.08846518,53.47296355,190
90,80,30,-58.18616254,50.10552424,200
90,80,40,-56.7128182,46.94592711,210
90,80,50,-54.71319898,44.09017491,220
90,80,60,-52.24806231,41.62503824,230
90,80,70,-49.39231012,39.62541903,240
90,80,80,-46.23271299,38.15207469,250
90,80,90,-42.86527367,37.24977205,260
90,80,100,-39.39231012,36.94592711,270
90,80,110,-35.91934657,37.24977205,280
90,80,120,-32.55190725,38.15207469,290
90,80,130,-29.39231012,39.62541903,300
90,80,140,-26.53655793,41.62503824,310
90,80,150,-24.07142126,44.09017491,320
90,80,160,-22.07180204,46.94592711,330
90,80,170,-20.5984577,50.10552424,340
90,80,180,-19.69615506,53.47296355,350
90,90,0,-60,50,180
90,90,10,-59.69615506,46.52703645,190
90,90,20,-58.79385242,43.15959713,200
90,90,30,-57.32050808,40,210
90,90,40,-55.32088886,37.14424781,220
90,90,50,-52.85575219,34.67911114,230
90,90,60,-50,32.67949192,240
90,90,70,-46.84040287,31.20614758,250
90,90,80,-43.47296355,30.30384494,260
90,90,90,-40,30,270
90,90,100,-36.52703645,30.30384494,280
90,90,110,-33.15959713,31.20614758,290
90,90,120,-30,32.67949192,300
90,90,130,-27.14424781,34.67911114,310
90,90,140,-24.67911114,37.14424781,320
90,90,150,-22.67949192,40,330
90,90,160,-21.20614758,43.15959713,340
90,90,170,-20.30384494,46.52703645,350
90,90,180,-20,50,360
90,100,0,-59.08846518,39.58110934,190
90,100,10,-58.18616254,36.21367003,200
90,100,20,-56.7128182,33.05407289,210
90,100,30,-54.71319898,30.1983207,220
90,100,40,-52.24806231,27.73318403,230
90,100,50,-49.39231012,25.73356482,240
90,100,60,-46.23271299,24.26022048,250
90,100,70,-42.86527367,23.35791783,260
90,100,80,-39.39231012,23.05407289,270
90,100,90,-35.91934657,23.35791783,280
90,100,100,-32.55190725,24.26022048,290
90,100,110,-29.39231012,25.73356482,300
90,100,120,-26.53655793,27.73318403,310
90,100,130,-24.07142126,30.1983207,320
90,100,140,-22.07180204,33.05407289,330
90,100,150,-20.5984577,36.21367003,340
90,100,160,-19.69615506,39.58110934,350
90,100,170,-19.39231012,43.05407289,360
90,100,180,-19.69615506,46.52703645,370
90,110,0,-56.38155725,29.4787914,200
90,110,10,-54.90821291,26.31919427,210
90,110,20,-52.90859369,23.46344207,220
90,110,30,-50.44345703,20.9983054,230
90,110,40,-47.58770483,18.99868619,240
90,110,50,-44.4281077,17.52534185,250
90,110,60,-41.06066838,16.62303921,260
90,110,70,-37.58770483,16.31919427,270
90,110,80,-34.11474128,16.62303921,280
90,110,90,-30.74730196,17.52534185,290
90,110,100,-27.58770483,18.99868619,300
90,110,110,-24.73195264,20.9983054,310
90,110,120,-22.26681597,23.46344207,320
90,110,130,-20.26719676,26.31919427,330
90,110,140,-18.79385242,29.4787914,340
90,110,150,-17.89154977,32.84623071,350
90,110,160,-17.58770483,36.31919427,360
90,110,170,-17.89154977,39.79215782,370
90,110,180,-18.79385242,43.15959713,380
90,120,0,-51.96152423,20,210
90,120,10,-49.96190501,17.14424781,220
90,120,20,-47.49676835,14.67911114,230
90,120,30,-44.64101615,12.67949192,240
90,120,40,-41.48141902,11.20614758,250
90,120,50,-38.1139797,10.30384494,260
90,120,60,-34.64101615,10,270
90,120,70,-31.1680526,10.30384494,280
90,120,80,-27.80061328,11.20614758,290
90,120,90,-24.64101615,12.67949192,300
90,120,100,-21.78526396,14.67911114,310
90,120,110,-19.32012729,17.14424781,320
90,120,120,-17.32050808,20,330
90,120,130,-15.84716374,23.15959713,340
90,120,140,-14.94486109,26.52703645,350
90,120,150,-14.64101615,30,360
90,120,160,-14.94486109,33.47296355,370
90,120,170,-15.84716374,36.84040287,380
90,120,180,-17.32050808,40,390
90,130,0,-45.96266659,11.43274342,220
90,130,10,-43.49752992,8.96760675,230
90,130,20,-40.64177772,6.967987537,240
90,130,30,-37.48218059,5.494643197,250
90,130,40,-34.11474128,4.592340552,260
90,130,50,-30.64177772,4.288495613,270
90,130,60,-27.16881417,4.592340552,280
90,130,70,-23.80137486,5.494643197,290
90,130,80,-20.64177772,6.967987537,300
90,130,90,-17.78602553,8.96760675,310
90,130,100,-15.32088886,11.43274342,320
90,130,110,-13.32126965,14.28849561,330
90,130,120,-11.84792531,17.44809275,340
90,130,130,-10.94562266,20.81553206,350
90,130,140,-10.64177772,24.28849561,360
90,130,150,-10.94562266,27.76145917,370
90,130,160,-11.84792531,31.12889848,380
90,130,170,-13.32126965,34.28849561,390
90,130,180,-15.32088886,37.14424781,400
90,140,0,-38.56725658,4.037333413,230
90,140,10,-35.71150439,2.0377142,240
90,140,20,-32.55190725,0.56436986,250
90,140,30,-29.18446794,-0.337932785,260
90,140,40,-25.71150439,-0.641777725,270
90,140,50,-22.23854083,-0.337932785,280
90,140,60,-18.87110152,0.56436986,290
90,140,70,-15.71150439,2.0377142,300
90,140,80,-12.85575219,4.037333413,310
90,140,90,-10.39061553,6.502470082,320
90,140,100,-8.390996312,9.358222275,330
90,140,110,-6.917651972,12.51781941,340
90,140,120,-6.015349327,15.88525872,350
90,140,130,-5.711504387,19.35822228,360
90,140,140,-6.015349327,22.83118583,370
90,140,150,-6.917651972,26.19862514,380
90,140,160,-8.390996312,29.35822228,390
90,140,170,-10.39061553,32.21397447,400
90,140,180,-12.85575219,34.67911114,410
90,150,0,-30,-1.961524227,240
90,150,10,-26.84040287,-3.434868567,250
90,150,20,-23.47296355,-4.337171212,260
90,150,30,-20,-4.641016151,270
90,150,40,-16.52703645,-4.337171212,280
90,150,50,-13.15959713,-3.434868567,290
90,150,60,-10,-1.961524227,300
90,150,70,-7.144247806,0.038094986,310
90,150,80,-4.679111138,2.503231655,320
90,150,90,-2.679491924,5.358983849,330
90,150,100,-1.206147584,8.518580982,340
90,150,110,-0.30384494,11.8860203,350
90,150,120,-1.42E-14,15.35898385,360
90,150,130,-0.30384494,18.8319474,370
90,150,140,-1.206147584,22.19938672,380
90,150,150,-2.679491924,25.35898385,390
90,150,160,-4.679111138,28.21473604,400
90,150,170,-7.144247806,30.67987271,410
90,150,180,-10,32.67949192,420
90,160,0,-20.5212086,-6.381557247,250
90,160,10,-17.15376929,-7.283859892,260
90,160,20,-13.68080573,-7.587704831,270
90,160,30,-10.20784218,-7.283859892,280
90,160,40,-6.840402867,-6.381557247,290
90,160,50,-3.680805733,-4.908212907,300
90,160,60,-0.825053539,-2.908593694,310
90,160,70,1.640083129,-0.443457025,320
90,160,80,3.639702343,2.412295169,330
90,160,90,5.113046683,5.571892302,340
90,160,100,6.015349327,8.939331615,350
90,160,110,6.319194267,12.41229517,360
90,160,120,6.015349327,15.88525872,370
90,160,130,5.113046683,19.25269804,380
90,160,140,3.639702343,22.41229517,390
90,160,150,1.640083129,25.26804736,400
90,160,160,-0.825053539,27.73318403,410
90,160,170,-3.680805733,29.73280324,420
90,160,180,-6.840402867,31.20614758,430
90,170,0,-10.41889066,-9.088465181,260
90,170,10,-6.945927107,-9.39231012,270
90,170,20,-3.472963553,-9.088465181,280
90,170,30,-0.10552424,-8.186162536,290
90,170,40,3.054072893,-6.712818196,300
90,170,50,5.909825087,-4.713198983,310
90,170,60,8.374961756,-2.248062314,320
90,170,70,10.37458097,0.60768988,330
90,170,80,11.84792531,3.767287013,340
90,170,90,12.75022795,7.134726326,350
90,170,100,13.05407289,10.60768988,360
90,170,110,12.75022795,14.08065343,370
90,170,120,11.84792531,17.44809275,380
90,170,130,10.37458097,20.60768988,390
90,170,140,8.374961756,23.46344207,400
90,170,150,5.909825087,25.92857874,410
90,170,160,3.054072893,27.92819796,420
90,170,170,-0.10552424,29.4015423,430
90,170,180,-3.472963553,30.30384494,440
90,180,0,-7.96E-15,-10,270
90,180,10,3.472963553,-9.69615506,280
90,180,20,6.840402867,-8.793852416,290
90,180,30,10,-7.320508076,300
90,180,40,12.85575219,-5.320888862,310
90,180,50,15.32088886,-2.855752194,320
90,180,60,17.32050808,-8.88E-15,330
90,180,70,18.79385242,3.159597133,340
90,180,80,19.69615506,6.527036447,350
90,180,90,20,10,360
90,180,100,19.69615506,13.47296355,370
90,180,110,18.79385242,16.84040287,380
90,180,120,17.32050808,20,390
90,180,130,15.32088886,22.85575219,400
90,180,140,12.85575219,25.32088886,410
90,180,150,10,27.32050808,420
90,180,160,6.840402867,28.79385242,430
90,180,170,3.472963553,29.69615506,440
90,180,180,1.84E-15,30,450
100,0,0,-19.10129954,108.3288528,100
100,0,10,-22.46873886,107.4265502,110
100,0,20,-25.62833599,105.9532058,120
100,0,30,-28.48408818,103.9535866,130
100,0,40,-30.94922485,101.48845,140
100,0,50,-32.94884407,98.63269777,150
100,0,60,-34.42218841,95.47310064,160
100,0,70,-35.32449105,92.10566132,170
100,0,80,-35.62833599,88.63269777,180
100,0,90,-35.32449105,85.15973422,190
100,0,100,-34.42218841,81.7922949,200
100,0,110,-32.94884407,78.63269777,210
100,0,120,-30.94922485,75.77694558,220
100,0,130,-28.48408818,73.31180891,230
100,0,140,-25.62833599,71.3121897,240
100,0,150,-22.46873886,69.83884536,250
100,0,160,-19.10129954,68.93654271,260
100,0,170,-15.62833599,68.63269777,270
100,0,180,-12.15537244,68.93654271,280
100,10,0,-29.20361748,105.6219449,110
100,10,10,-32.36321462,104.1486006,120
100,10,20,-35.21896681,102.1489813,130
100,10,30,-37.68410348,99.68384468,140
100,10,40,-39.68372269,96.82809248,150
100,10,50,-41.15706703,93.66849535,160
100,10,60,-42.05936968,90.30105604,170
100,10,70,-42.36321462,86.82809248,180
100,10,80,-42.05936968,83.35512893,190
100,10,90,-41.15706703,79.98768962,200
100,10,100,-39.68372269,76.82809248,210
100,10,110,-37.68410348,73.97234029,220
100,10,120,-35.21896681,71.50720362,230
100,10,130,-32.36321462,69.50758441,240
100,10,140,-29.20361748,68.03424007,250
100,10,150,-25.83617817,67.13193742,260
100,10,160,-22.36321462,66.82809248,270
100,10,170,-18.89025106,67.13193742,280
100,10,180,-15.52281175,68.03424007,290
100,20,0,-38.68240888,101.2019119,120
100,20,10,-41.53816108,99.20229266,130
100,20,20,-44.00329775,96.737156,140
100,20,30,-46.00291696,93.8814038,150
100,20,40,-47.4762613,90.72180667,160
100,20,50,-48.37856394,87.35436736,170
100,20,60,-48.68240888,83.8814038,180
100,20,70,-48.37856394,80.40844025,190
100,20,80,-47.4762613,77.04100094,200
100,20,90,-46.00291696,73.8814038,210
100,20,100,-44.00329775,71.02565161,220
100,20,110,-41.53816108,68.56051494,230
100,20,120,-38.68240888,66.56089573,240
100,20,130,-35.52281175,65.08755139,250
100,20,140,-32.15537244,64.18524874,260
100,20,150,-28.68240888,63.8814038,270
100,20,160,-25.20944533,64.18524874,280
100,20,170,-21.84200602,65.08755139,290
100,20,180,-18.68240888,66.56089573,300
100,30,0,-47.24966546,95.20305424,130
100,30,10,-49.71480213,92.73791757,140
100,30,20,-51.71442135,89.88216538,150
100,30,30,-53.18776569,86.72256824,160
100,30,40,-54.09006833,83.35512893,170
100,30,50,-54.39391327,79.88216538,180
100,30,60,-54.09006833,76.40920182,190
100,30,70,-53.18776569,73.04176251,200
100,30,80,-51.71442135,69.88216538,210
100,30,90,-49.71480213,67.02641318,220
100,30,100,-47.24966546,64.56127651,230
100,30,110,-44.39391327,62.5616573,240
100,30,120,-41.23431614,61.08831296,250
100,30,130,-37.86687682,60.18601032,260
100,30,140,-34.39391327,59.88216538,270
100,30,150,-30.92094972,60.18601032,280
100,30,160,-27.5535104,61.08831296,290
100,30,170,-24.39391327,62.5616573,300
100,30,180,-21.53816108,64.56127651,310
100,40,0,-54.64507547,87.80764423,140
100,40,10,-56.64469468,84.95189204,150
100,40,20,-58.11803902,81.7922949,160
100,40,30,-59.02034167,78.42485559,170
100,40,40,-59.32418661,74.95189204,180
100,40,50,-59.02034167,71.47892848,190
100,40,60,-58.11803902,68.11148917,200
100,40,70,-56.64469468,64.95189204,210
100,40,80,-54.64507547,62.09613984,220
100,40,90,-52.1799388,59.63100318,230
100,40,100,-49.32418661,57.63138396,240
100,40,110,-46.16458947,56.15803962,250
100,40,120,-42.79715016,55.25573698,260
100,40,130,-39.32418661,54.95189204,270
100,40,140,-35.85122305,55.25573698,280
100,40,150,-32.48378374,56.15803962,290
100,40,160,-29.32418661,57.63138396,300
100,40,170,-26.46843441,59.63100318,310
100,40,180,-24.00329775,62.09613984,320
100,50,0,-60.64393311,79.24038765,150
100,50,10,-62.11727745,76.08079052,160
100,50,20,-63.01958009,72.7133512,170
100,50,30,-63.32342503,69.24038765,180
100,50,40,-63.01958009,65.7674241,190
100,50,50,-62.11727745,62.39998478,200
100,50,60,-60.64393311,59.24038765,210
100,50,70,-58.6443139,56.38463546,220
100,50,80,-56.17917723,53.91949879,230
100,50,90,-53.32342503,51.91987957,240
100,50,100,-50.1638279,50.44653523,250
100,50,110,-46.79638859,49.54423259,260
100,50,120,-43.32342503,49.24038765,270
100,50,130,-39.85046148,49.54423259,280
100,50,140,-36.48302217,50.44653523,290
100,50,150,-33.32342503,51.91987957,300
100,50,160,-30.46767284,53.91949879,310
100,50,170,-28.00253617,56.38463546,320
100,50,180,-26.00291696,59.24038765,330
100,60,0,-65.06396613,69.76159625,160
100,60,10,-65.96626878,66.39415694,170
100,60,20,-66.27011371,62.92119338,180
100,60,30,-65.96626878,59.44822983,190
100,60,40,-65.06396613,56.08079052,200
100,60,50,-63.59062179,52.92119338,210
100,60,60,-61.59100258,50.06544119,220
100,60,70,-59.12586591,47.60030452,230
100,60,80,-56.27011371,45.60068531,240
100,60,90,-53.11051658,44.12734097,250
100,60,100,-49.74307727,43.22503832,260
100,60,110,-46.27011371,42.92119338,270
100,60,120,-42.79715016,43.22503832,280
100,60,130,-39.42971085,44.12734097,290
100,60,140,-36.27011371,45.60068531,300
100,60,150,-33.41436152,47.60030452,310
100,60,160,-30.94922485,50.06544119,320
100,60,170,-28.94960564,52.92119338,330
100,60,180,-27.4762613,56.08079052,340
100,70,0,-67.77087406,59.65927831,170
100,70,10,-68.074719,56.18631476,180
100,70,20,-67.77087406,52.7133512,190
100,70,30,-66.86857142,49.34591189,200
100,70,40,-65.39522708,46.18631476,210
100,70,50,-63.39560787,43.33056256,220
100,70,60,-60.9304712,40.86542589,230
100,70,70,-58.074719,38.86580668,240
100,70,80,-54.91512187,37.39246234,250
100,70,90,-51.54768256,36.4901597,260
100,70,100,-48.074719,36.18631476,270
100,70,110,-44.60175545,36.4901597,280
100,70,120,-41.23431614,37.39246234,290
100,70,130,-38.074719,38.86580668,300
100,70,140,-35.21896681,40.86542589,310
100,70,150,-32.75383014,43.33056256,320
100,70,160,-30.75421093,46.18631476,330
100,70,170,-29.28086659,49.34591189,340
100,70,180,-28.37856394,52.7133512,350
100,80,0,-68.68240888,49.24038765,180
100,80,10,-68.37856394,45.7674241,190
100,80,20,-67.4762613,42.39998478,200
100,80,30,-66.00291696,39.24038765,210
100,80,40,-64.00329775,36.38463546,220
100,80,50,-61.53816108,33.91949879,230
100,80,60,-58.68240888,31.91987957,240
100,80,70,-55.52281175,30.44653523,250
100,80,80,-52.15537244,29.54423259,260
100,80,90,-48.68240888,29.24038765,270
100,80,100,-45.20944533,29.54423259,280
100,80,110,-41.84200602,30.44653523,290
100,80,120,-38.68240888,31.91987957,300
100,80,130,-35.82665669,33.91949879,310
100,80,140,-33.36152002,36.38463546,320
100,80,150,-31.36190081,39.24038765,330
100,80,160,-29.88855647,42.39998478,340
100,80,170,-28.98625382,45.7674241,350
100,80,180,-28.68240888,49.24038765,360
100,90,0,-67.77087406,38.82149699,190
100,90,10,-66.86857142,35.45405768,200
100,90,20,-65.39522708,32.29446054,210
100,90,30,-63.39560787,29.43870835,220
100,90,40,-60.9304712,26.97357168,230
100,90,50,-58.074719,24.97395247,240
100,90,60,-54.91512187,23.50060813,250
100,90,70,-51.54768256,22.59830548,260
100,90,80,-48.074719,22.29446054,270
100,90,90,-44.60175545,22.59830548,280
100,90,100,-41.23431614,23.50060813,290
100,90,110,-38.074719,24.97395247,300
100,90,120,-35.21896681,26.97357168,310
100,90,130,-32.75383014,29.43870835,320
100,90,140,-30.75421093,32.29446054,330
100,90,150,-29.28086659,35.45405768,340
100,90,160,-28.37856394,38.82149699,350
100,90,170,-28.074719,42.29446054,360
100,90,180,-28.37856394,45.7674241,370
100,100,0,-65.06396613,28.71917905,200
100,100,10,-63.59062179,25.55958192,210
100,100,20,-61.59100258,22.70382972,220
100,100,30,-59.12586591,20.23869306,230
100,100,40,-56.27011371,18.23907384,240
100,100,50,-53.11051658,16.7657295,250
100,100,60,-49.74307727,15.86342686,260
100,100,70,-46.27011371,15.55958192,270
100,100,80,-42.79715016,15.86342686,280
100,100,90,-39.42971085,16.7657295,290
100,100,100,-36.27011371,18.23907384,300
100,100,110,-33.41436152,20.23869306,310
100,100,120,-30.94922485,22.70382972,320
100,100,130,-28.94960564,25.55958192,330
100,100,140,-27.4762613,28.71917905,340
100,100,150,-26.57395865,32.08661836,350
100,100,160,-26.27011371,35.55958192,360
100,100,170,-26.57395865,39.03254547,370
100,100,180,-27.4762613,42.39998478,380
100,110,0,-60.64393311,19.24038765,210
100,110,10,-58.6443139,16.38463546,220
100,110,20,-56.17917723,13.91949879,230
100,110,30,-53.32342503,11.91987957,240
100,110,40,-50.1638279,10.44653523,250
100,110,50,-46.79638859,9.54423259,260
100,110,60,-43.32342503,9.240387651,270
100,110,70,-39.85046148,9.54423259,280
100,110,80,-36.48302217,10.44653523,290
100,110,90,-33.32342503,11.91987957,300
100,110,100,-30.46767284,13.91949879,310
100,110,110,-28.00253617,16.38463546,320
100,110,120,-26.00291696,19.24038765,330
100,110,130,-24.52957262,22.39998478,340
100,110,140,-23.62726997,25.7674241,350
100,110,150,-23.32342503,29.24038765,360
100,110,160,-23.62726997,32.7133512,370
100,110,170,-24.52957262,36.08079052,380
100,110,180,-26.00291696,39.24038765,390
100,120,0,-54.64507547,10.67313107,220
100,120,10,-52.1799388,8.207994401,230
100,120,20,-49.32418661,6.208375187,240
100,120,30,-46.16458947,4.735030847,250
100,120,40,-42.79715016,3.832728203,260
100,120,50,-39.32418661,3.528883263,270
100,120,60,-35.85122305,3.832728203,280
100,120,70,-32.48378374,4.735030847,290
100,120,80,-29.32418661,6.208375187,300
100,120,90,-26.46843441,8.207994401,310
100,120,100,-24.00329775,10.67313107,320
100,120,110,-22.00367853,13.52888326,330
100,120,120,-20.53033419,16.6884804,340
100,120,130,-19.62803155,20.05591971,350
100,120,140,-19.32418661,23.52888326,360
100,120,150,-19.62803155,27.00184682,370
100,120,160,-20.53033419,30.36928613,380
100,120,170,-22.00367853,33.52888326,390
100,120,180,-24.00329775,36.38463546,400
100,130,0,-47.24966546,3.277721063,230
100,130,10,-44.39391327,1.27810185,240
100,130,20,-41.23431614,-0.19524249,250
100,130,30,-37.86687682,-1.097545134,260
100,130,40,-34.39391327,-1.401390074,270
100,130,50,-30.92094972,-1.097545134,280
100,130,60,-27.5535104,-0.19524249,290
100,130,70,-24.39391327,1.27810185,300
100,130,80,-21.53816108,3.277721063,310
100,130,90,-19.07302441,5.742857732,320
100,130,100,-17.0734052,8.598609926,330
100,130,110,-15.60006086,11.75820706,340
100,130,120,-14.69775821,15.12564637,350
100,130,130,-14.39391327,18.59860993,360
100,130,140,-14.69775821,22.07157348,370
100,130,150,-15.60006086,25.43901279,380
100,130,160,-17.0734052,28.59860993,390
100,130,170,-19.07302441,31.45436212,400
100,130,180,-21.53816108,33.91949879,410
100,140,0,-38.68240888,-2.721136576,240
100,140,10,-35.52281175,-4.194480916,250
100,140,20,-32.15537244,-5.096783561,260
100,140,30,-28.68240888,-5.400628501,270
100,140,40,-25.20944533,-5.096783561,280
100,140,50,-21.84200602,-4.194480916,290
100,140,60,-18.68240888,-2.721136576,300
100,140,70,-15.82665669,-0.721517363,310
100,140,80,-13.36152002,1.743619306,320
100,140,90,-11.36190081,4.599371499,330
100,140,100,-9.888556468,7.758968633,340
100,140,110,-8.986253823,11.12640795,350
100,140,120,-8.682408883,14.5993715,360
100,140,130,-8.986253823,18.07233505,370
100,140,140,-9.888556468,21.43977437,380
100,140,150,-11.36190081,24.5993715,390
100,140,160,-13.36152002,27.45512369,400
100,140,170,-15.82665669,29.92026036,410
100,140,180,-18.68240888,31.91987957,420
100,150,0,-29.20361748,-7.141169597,250
100,150,10,-25.83617817,-8.043472241,260
100,150,20,-22.36321462,-8.347317181,270
100,150,30,-18.89025106,-8.043472241,280
100,150,40,-15.52281175,-7.141169597,290
100,150,50,-12.36321462,-5.667825257,300
100,150,60,-9.507462423,-3.668206043,310
100,150,70,-7.042325754,-1.203069375,320
100,150,80,-5.042706541,1.652682819,330
100,150,90,-3.569362201,4.812279953,340
100,150,100,-2.667059556,8.179719266,350
100,150,110,-2.363214616,11.65268282,360
100,150,120,-2.667059556,15.12564637,370
100,150,130,-3.569362201,18.49308569,380
100,150,140,-5.042706541,21.65268282,390
100,150,150,-7.042325754,24.50843501,400
100,150,160,-9.507462423,26.97357168,410
100,150,170,-12.36321462,28.97319089,420
100,150,180,-15.52281175,30.44653523,430
100,160,0,-19.10129954,-9.84807753,260
100,160,10,-15.62833599,-10.15192247,270
100,160,20,-12.15537244,-9.84807753,280
100,160,30,-8.787933124,-8.945774886,290
100,160,40,-5.62833599,-7.472430546,300
100,160,50,-2.772583796,-5.472811332,310
100,160,60,-0.307447128,-3.007674664,320
100,160,70,1.692172086,-0.15192247,330
100,160,80,3.165516426,3.007674664,340
100,160,90,4.06781907,6.375113977,350
100,160,100,4.37166401,9.84807753,360
100,160,110,4.06781907,13.32104108,370
100,160,120,3.165516426,16.6884804,380
100,160,130,1.692172086,19.84807753,390
100,160,140,-0.307447128,22.70382972,400
100,160,150,-2.772583796,25.16896639,410
100,160,160,-5.62833599,27.16858561,420
100,160,170,-8.787933124,28.64192995,430
100,160,180,-12.15537244,29.54423259,440
100,170,0,-8.682408883,-10.75961235,270
100,170,10,-5.20944533,-10.45576741,280
100,170,20,-1.842006017,-9.553464765,290
100,170,30,1.317591117,-8.080120425,300
100,170,40,4.17334331,-6.080501212,310
100,170,50,6.638479979,-3.615364543,320
100,170,60,8.638099192,-0.759612349,330
100,170,70,10.11144353,2.399984784,340
100,170,80,11.01374618,5.767424097,350
100,170,90,11.31759112,9.240387651,360
100,170,100,11.01374618,12.7133512,370
100,170,110,10.11144353,16.08079052,380
100,170,120,8.638099192,19.24038765,390
100,170,130,6.638479979,22.09613984,400
100,170,140,4.17334331,24.56127651,410
100,170,150,1.317591117,26.56089573,420
100,170,160,-1.842006017,28.03424007,430
100,170,170,-5.20944533,28.93654271,440
100,170,180,-8.682408883,29.24038765,450
100,180,0,1.736481777,-9.84807753,280
100,180,10,5.10392109,-8.945774886,290
100,180,20,8.263518223,-7.472430546,300
100,180,30,11.11927042,-5.472811332,310
100,180,40,13.58440709,-3.007674664,320
100,180,50,15.5840263,-0.15192247,330
100,180,60,17.05737064,3.007674664,340
100,180,70,17.95967328,6.375113977,350
100,180,80,18.26351822,9.84807753,360
100,180,90,17.95967328,13.32104108,370
100,180,100,17.05737064,16.6884804,380
100,180,110,15.5840263,19.84807753,390
100,180,120,13.58440709,22.70382972,400
100,180,130,11.11927042,25.16896639,410
100,180,140,8.263518223,27.16858561,420
100,180,150,5.10392109,28.64192995,430
100,180,160,1.736481777,29.54423259,440
100,180,170,-1.736481777,29.84807753,450
100,180,180,-5.20944533,29.54423259,460
110,0,0,-37.62221577,103.3661883,110
110,0,10,-40.7818129,101.8928439,120
110,0,20,-43.63756509,99.89322473,130
110,0,30,-46.10270176,97.42808806,140
110,0,40,-48.10232097,94.57233587,150
110,0,50,-49.57566532,91.41273874,160
110,0,60,-50.47796796,88.04529942,170
110,0,70,-50.7818129,84.57233587,180
110,0,80,-50.47796796,81.09937232,190
110,0,90,-49.57566532,77.731933,200
110,0,100,-48.10232097,74.57233587,210
110,0,110,-46.10270176,71.71658368,220
110,0,120,-43.63756509,69.25144701,230
110,0,130,-40.7818129,67.2518278,240
110,0,140,-37.62221577,65.77848346,250
110,0,150,-34.25477645,64.87618081,260
110,0,160,-30.7818129,64.57233587,270
110,0,170,-27.30884935,64.87618081,280
110,0,180,-23.94141003,65.77848346,290
